Topo,Z,Corr,Lmax,K,Theta,Lambda,b,REPS,STEPS,C_mean,C_std,SE_C,V_mean,V_std,SE_V
BA,4,max,4,0.5,0.3,0.5,1.9,50,15000,0.6156498666666669,0.09412523937100446,0.01331131900800885,0.0,0.0,0.0
BA,4,max,4,0.5,0.3,0.5,2.0,50,15000,0.5416634666666669,0.019484311192569635,0.002755497714202987,0.0,0.0,0.0
BA,4,max,4,0.5,0.3,0.7,1.0,50,15000,1.0,0.0,0.0,0.10108,0.29893924733965593,0.04227639379133466
BA,4,max,4,0.5,0.3,0.7,1.1,50,15000,1.0,0.0,0.0,0.11972000000000001,0.3242033954171362,0.04584928387663213
BA,4,max,4,0.5,0.3,0.7,1.2,50,15000,1.0,0.0,0.0,0.06148,0.23675871599584247,0.03348273871713602
BA,4,max,4,0.5,0.3,0.7,1.3,50,15000,1.0,0.0,0.0,0.061399999999999996,0.2364423819876631,0.03343800233267531
BA,4,max,4,0.5,0.3,0.7,1.4,50,15000,1.0,0.0,0.0,0.04096,0.1951045832367861,0.02759195476946133
BA,4,max,4,0.5,0.3,0.7,1.5,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.059879999999999996,0.23701186805727684,0.03351853982499834
BA,4,max,4,0.5,0.3,0.7,1.6,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.03992,0.19556726106380892,0.02765738729525983
BA,4,max,4,0.5,0.3,0.7,1.7,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.01984,0.13888,0.019640597954237542
BA,4,max,4,0.5,0.3,0.7,1.8,50,15000,0.7541412000000001,0.13108600752306782,0.018538360967646408,0.0,0.0,0.0
BA,4,max,4,0.5,0.3,0.7,1.9,50,15000,0.5908133333333335,0.12532354039755572,0.017723425051483575,0.0,0.0,0.0
BA,4,max,4,0.5,0.3,0.7,2.0,50,15000,0.5271337333333336,0.07827892094197524,0.011070311164407267,0.0,0.0,0.0
BA,4,max,4,0.5,0.3,1.0,1.0,50,15000,1.0,0.0,0.0,0.11419999999999998,0.2965705986776167,0.041941416285099384
BA,4,max,4,0.5,0.3,1.0,1.1,50,15000,1.0,0.0,0.0,0.1268,0.32243721869536085,0.0455995087692839
BA,4,max,4,0.5,0.3,1.0,1.2,50,15000,1.0,0.0,0.0,0.12500000000000003,0.3225942962917975,0.04562172289600646
BA,4,max,4,0.5,0.3,1.0,1.3,50,15000,1.0,0.0,0.0,0.14224000000000003,0.3452919089697875,0.04883165006427696
BA,4,max,4,0.5,0.3,1.0,1.4,50,15000,1.0,0.0,0.0,0.14356000000000002,0.34502342876969966,0.04879368123025767
BA,4,max,4,0.5,0.3,1.0,1.5,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.14288,0.3448608206218851,0.048770684965458506
BA,4,max,4,0.5,0.3,1.0,1.6,50,15000,0.96,0.19595917942265428,0.02771281292110204,0.16248,0.36460445636333083,0.051562856709069176
BA,4,max,4,0.5,0.3,1.0,1.7,50,15000,1.0,0.0,0.0,0.16079999999999997,0.36492519781456584,0.05160821640010435
BA,4,max,4,0.5,0.3,1.0,1.8,50,15000,0.8186315999999999,0.0994434130621029,0.014063422344109571,0.11975999999999999,0.3243116131130675,0.045864588169959614
BA,4,max,4,0.5,0.3,1.0,1.9,50,15000,0.6839910666666665,0.13260535467391787,0.018753229102314913,0.13968,0.3461940172793285,0.0489592274448852
BA,4,max,4,0.5,0.3,1.0,2.0,50,15000,0.5866390666666669,0.17195212584907976,0.024317702845465385,0.11963999999999998,0.3239868367696441,0.045818657858998885
BA,4,max,4,0.5,0.3,2.0,1.0,50,15000,1.0,0.0,0.0,0.56404,0.4708245516113194,0.06658464663869591
BA,4,max,4,0.5,0.3,2.0,1.1,50,15000,1.0,0.0,0.0,0.59868,0.46976991985439004,0.06643549918530002
BA,4,max,4,0.5,0.3,2.0,1.2,50,15000,1.0,0.0,0.0,0.5716399999999999,0.48068995246416374,0.06797982500712987
BA,4,max,4,0.5,0.3,2.0,1.3,50,15000,1.0,0.0,0.0,0.5492,0.48663366098123545,0.0688203923266934
BA,4,max,4,0.5,0.3,2.0,1.4,50,15000,1.0,0.0,0.0,0.5299200000000001,0.48758210959796294,0.0689545232163924
BA,4,max,4,0.5,0.3,2.0,1.5,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.4508,0.48528721392593893,0.06862997595803164
BA,4,max,4,0.5,0.3,2.0,1.6,50,15000,0.96,0.19595917942265428,0.02771281292110204,0.4707999999999999,0.4875748968107362,0.06895350317424054
BA,4,max,4,0.5,0.3,2.0,1.7,50,15000,1.0,0.0,0.0,0.34656,0.467388667385079,0.06609873923154662
BA,4,max,4,0.5,0.3,2.0,1.8,50,15000,0.8517230666666665,0.12835280930802498,0.018151828369209654,0.31904,0.46507758320521103,0.0657719025724511
BA,4,max,4,0.5,0.3,2.0,1.9,50,15000,0.7192112,0.16084944224095607,0.022747546271730788,0.23927999999999996,0.4258034776748541,0.06021770530334081
BA,4,max,4,0.5,0.3,2.0,2.0,50,15000,0.6184640000000002,0.18022172859502195,0.025487201281340306,0.17927999999999997,0.38265154069989055,0.05411509985207456
BA,4,max,4,0.5,0.4,0.0,1.0,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.0,1.1,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.0,1.2,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.0,1.3,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.0,1.4,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.0,1.5,50,15000,0.96,0.19595917942265426,0.027712812921102038,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.0,1.6,50,15000,0.96,0.19595917942265428,0.02771281292110204,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.0,1.7,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.0,1.8,50,15000,0.7585792000000001,0.17492174521394804,0.024737670443553635,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.0,1.9,50,15000,0.6245022666666667,0.036052562679386654,0.0050986023099494696,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.0,2.0,50,15000,0.5140314666666668,0.10812169027362954,0.015290716077167005,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.1,1.0,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.1,1.1,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.1,1.2,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.1,1.3,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.1,1.4,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.1,1.5,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.1,1.6,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.1,1.7,50,15000,0.96,0.19595917942265426,0.027712812921102038,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.1,1.8,50,15000,0.7303892000000001,0.20051395135452413,0.028356954945058705,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.1,1.9,50,15000,0.5781373333333335,0.15049857852115708,0.021283713086249254,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.1,2.0,50,15000,0.4825952000000002,0.16214336862057196,0.0229305350952073,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.2,1.0,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.2,1.1,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.2,1.2,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.2,1.3,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.2,1.4,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.2,1.5,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.2,1.6,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.2,1.7,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.2,1.8,50,15000,0.7904480000000003,0.08433856814319568,0.01192727468992348,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.2,1.9,50,15000,0.6171661333333334,0.09509340459746815,0.01344823824739715,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.2,2.0,50,15000,0.5357701333333335,0.022812178550161506,0.0032261292292915006,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.5,1.0,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.5,1.1,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.5,1.2,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.5,1.3,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.5,1.4,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.5,1.5,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.5,1.6,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.5,1.7,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.5,1.8,50,15000,0.8073978666666668,0.08443649720025626,0.011941123949988025,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.5,1.9,50,15000,0.6216696,0.031413954780496925,0.0044426040898353876,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.5,2.0,50,15000,0.5395053333333335,0.02456134690479694,0.003473498990291427,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.7,1.0,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.7,1.1,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.7,1.2,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.7,1.3,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.7,1.4,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.7,1.5,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.7,1.6,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.7,1.7,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.7,1.8,50,15000,0.7875590666666664,0.0912547624962118,0.012905372275327839,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.7,1.9,50,15000,0.6230489333333334,0.03065293317442139,0.00433497938217829,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,0.7,2.0,50,15000,0.5255388000000002,0.07813782252962467,0.011050356835569718,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,1.0,1.0,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,1.0,1.1,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,1.0,1.2,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,1.0,1.3,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,1.0,1.4,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,1.0,1.5,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,1.0,1.6,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,1.0,1.7,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,1.0,1.8,50,15000,0.7635097333333336,0.1748685980333551,0.024730154297193992,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,1.0,1.9,50,15000,0.5967300000000002,0.12600673319046624,0.017820043102828535,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,1.0,2.0,50,15000,0.5035688000000003,0.12917738249530292,0.018268440627671422,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,2.0,1.0,50,15000,1.0,0.0,0.0,0.0034000000000000002,0.005976621118993574,0.0008452218643646176
BA,4,max,4,0.5,0.4,2.0,1.1,50,15000,1.0,0.0,0.0,0.0027600000000000003,0.005120781190404448,0.0007241878209415012
BA,4,max,4,0.5,0.4,2.0,1.2,50,15000,1.0,0.0,0.0,0.0015600000000000002,0.0035165892566519624,0.0004973208220052725
BA,4,max,4,0.5,0.4,2.0,1.3,50,15000,1.0,0.0,0.0,0.0017200000000000002,0.00398015075091384,0.000562878317223181
BA,4,max,4,0.5,0.4,2.0,1.4,50,15000,1.0,0.0,0.0,0.0012,0.00332264954516723,0.0004698936049788292
BA,4,max,4,0.5,0.4,2.0,1.5,50,15000,1.0,0.0,0.0,0.0008,0.003072458299147443,0.0004345112196480086
BA,4,max,4,0.5,0.4,2.0,1.6,50,15000,1.0,0.0,0.0,0.00016,0.00112,0.00015839191898578663
BA,4,max,4,0.5,0.4,2.0,1.7,50,15000,1.0,0.0,0.0,0.0002,0.0011489125293076058,0.0001624807680927192
BA,4,max,4,0.5,0.4,2.0,1.8,50,15000,0.7082588000000001,0.21559393062036278,0.030489586064864113,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,2.0,1.9,50,15000,0.5977242666666668,0.1262646549699655,0.01785651875068846,0.0,0.0,0.0
BA,4,max,4,0.5,0.4,2.0,2.0,50,15000,0.5207069333333336,0.10747516162421494,0.015199283118720517,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.0,1.0,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.0,1.1,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.0,1.2,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.0,1.3,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.0,1.4,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.0,1.5,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.0,1.6,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.0,1.7,50,15000,0.96,0.19595917942265426,0.027712812921102038,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.0,1.8,50,15000,0.7303892000000001,0.20051395135452413,0.028356954945058705,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.0,1.9,50,15000,0.5781373333333335,0.15049857852115708,0.021283713086249254,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.0,2.0,50,15000,0.4825952000000002,0.16214336862057196,0.0229305350952073,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.1,1.0,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.1,1.1,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.1,1.2,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.1,1.3,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.1,1.4,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.1,1.5,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.1,1.6,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.1,1.7,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.1,1.8,50,15000,0.7904480000000003,0.08433856814319568,0.01192727468992348,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.1,1.9,50,15000,0.6171661333333334,0.09509340459746815,0.01344823824739715,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.1,2.0,50,15000,0.5357701333333335,0.022812178550161506,0.0032261292292915006,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.2,1.0,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.2,1.1,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.2,1.2,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.2,1.3,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.2,1.4,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.2,1.5,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.2,1.6,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.2,1.7,50,15000,0.96,0.19595917942265428,0.02771281292110204,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.2,1.8,50,15000,0.7390709333333332,0.1679211721930395,0.023747639912498432,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.2,1.9,50,15000,0.6060184000000001,0.09206158640639546,0.013019474406950702,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.2,2.0,50,15000,0.5230256000000001,0.07749558566765813,0.010959530827524816,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.5,1.0,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.5,1.1,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.5,1.2,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.5,1.3,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.5,1.4,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.5,1.5,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.5,1.6,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.5,1.7,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.5,1.8,50,15000,0.7347777333333334,0.16410766185165698,0.02320832810799511,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.5,1.9,50,15000,0.5908133333333335,0.12532354039755572,0.017723425051483575,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.5,2.0,50,15000,0.5271337333333336,0.07827892094197524,0.011070311164407267,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.7,1.0,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.7,1.1,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.7,1.2,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.7,1.3,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.7,1.4,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.7,1.5,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.7,1.6,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.7,1.7,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.7,1.8,50,15000,0.7901141333333335,0.06916949370788003,0.00978204361041644,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.7,1.9,50,15000,0.6250861333333334,0.03476954572521426,0.004917156312214948,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,0.7,2.0,50,15000,0.5265370666666668,0.07810349845810724,0.011045502678824138,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,1.0,1.0,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,1.0,1.1,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,1.0,1.2,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,1.0,1.3,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,1.0,1.4,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,1.0,1.5,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,1.0,1.6,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,1.0,1.7,50,15000,0.98,0.13999999999999999,0.019798989873223326,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,1.0,1.8,50,15000,0.7758665333333334,0.13667863682531628,0.019329278188502903,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,1.0,1.9,50,15000,0.6168694666666666,0.09286479431555918,0.013133065158805168,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,1.0,2.0,50,15000,0.5340596000000002,0.07934434824832273,0.011220985339043194,0.0,0.0,0.0
BA,4,max,4,0.5,0.5,2.0,1.0,50,15000,1.0,0.0,0.0,0.0,0.0,0.0
